descrizione;likes;retweets;data
L’Ue ha messo in campo strumenti straordinari per far fronte alla crisi. Ne discutono il commissario all’Economia Paolo Gentiloni, eurodeputati, rappresentanti del governo e dei sindacali.  La diretta dalle 10.  #ANSA #Ue #covid #Gentiloni @PaoloGentiloni  https://t.co/3xgFELegbo;21;2;2020-11-09 08:57
L’Ue ha messo in campo strumenti straordinari per far fronte alla crisi. Ne discutono il commissario all’Economia Paolo Gentiloni, eurodeputati, rappresentanti del governo e dei sindacati. La diretta dalle 10.  #ANSA #Ue #covid #Gentiloni @PaoloGentiloni  https://t.co/ygHNFR73Ut;5;3;2020-11-09 09:01
La moda fa i conti con la pandemia e con l'esigenza già presente prima e ora decisamente accelerata di diventare sostenibile.   #ANSA #moda #covid   https://t.co/K1yCYDp09I;8;2;2020-11-09 09:11
#Covid,  Gli #infermieri chiedono atti più restrittivi alla luce della situazione epidemiologica.  L'allarme arriva dal presidente dell'Opi #Napoli, l'Ordine degli infermieri partenopeo, Ciro Carbone. #ANSA  https://t.co/HzUzMwnubb;8;15;2020-11-09 10:58
#Covid, allarme degli anestesisti: 'Atteso un raddoppio dei ricoveri nei prossimi 7 giorni' #ANSA  https://t.co/2gd9h8L4V9;80;25;2020-11-09 11:50
La moglie Carla è ricoverata in ospedale ma le visite sono sospese per le restrizioni anti-Covid e il marito, alpino castellano classe '39, le fa una serenata dal cortile dell'ospedale di Castel San Giovanni, nel Piacentino.  #ANSA #Covid #alpino #serenata https://t.co/lRVJL0RP8n;52;136;2020-11-09 12:43
#Covid, L'ira di De Luca: 'Sciacallaggio sulla sanità campana' #ANSA  @Reg_Campania @VincenzoDeLuca https://t.co/HIhzwm71kj;947;5;2020-11-09 12:56
#Covid,  #Zaia: 'Imbarazzanti le piazze strapiene di gente. Per colpa di pochi rischiamo tutti'.  #ANSA #9novembre @zaiapresidente https://t.co/nkrmvIsXUS;18;19;2020-11-09 13:05
Da domani il #Veneto inserirà anche i test 'rapidi' nel numero dei tamponi per il #Covid. Lo dice il governatore #Zaia  #ANSA #9novembre @zaiapresidente https://t.co/UP4N2B3Fkb;125;7;2020-11-09 13:09
'Il nostro #vaccino anti #Covid efficace al 90%': l'annuncio della #Pfizer fa volare le #Borse.  #PiazzaAffari +5% #ANSA https://t.co/D7FNs1HHQ1;23;67;2020-11-09 13:15
#Berlino: 'E'  probabile che sia il #vaccino più veloce della storia dell'umanità ', ha detto il ministro della #Salute tedesco Spahn commentando i dati Biontech-Pfizer.  #ANSA #Pfizer #covid https://t.co/rKEUaFK81V;233;34;2020-11-09 13:35
#Speranza: 'Bene le notizie sul vaccino ma serve ancora prudenza' #ANSA https://t.co/k4EOZGn9Zj;181;10;2020-11-09 14:15
#Covid, #Fauci, 'l'efficacia del #vaccino #Pfizer  è straordinaria' #ANSA https://t.co/vDMGNAPo9q;41;66;2020-11-09 15:32
Von der Leyen,300 milioni di dosi del #vaccino #Pfizer per l'#Ue #ANSA https://t.co/fvGE5hySPN;304;28;2020-11-09 15:47
L'#Oms sul #vaccino di #Pfizer, 'notizie incoraggianti'  #ANSA https://t.co/JE2Id0QrER;113;10;2020-11-09 15:58
#Covid, 25mila nuovi casi. Ma 43mila #tamponi in meno. 356 i morti #ANSA  https://t.co/cCLXbMOk4z;33;9;2020-11-09 16:30
#JoeBiden nomina una task force anti Covid composta da 13 membri Fra i tre co-presidenti, l'ex capo della Food and drug administration e l'ex surgeon general #ANSA https://t.co/rRvSxBu8Wq;45;20;2020-11-09 16:49
#Covid,  Iva #Zanicchi ricoverata 'Sono in ospedale per polmonite bilaterale' #ANSA https://t.co/7OQJBGjffW;120;12;2020-11-09 16:58
#Covid, , emergenza a Monza: 'Ora siamo noi #Codogno'   #ANSA https://t.co/fCHdp0Z2W4;73;42;2020-11-09 17:09
Volano le Borse col vaccino. #PiazzaAffari +5,4%. Corre #WallStreet. La vittoria di Biden ma soprattutto l'annuncio sul vaccino #Covid di Pfizer mettono il turbo ai mercati. A Milano boom per Leonardo e le banche, in evidenza Pirelli e Eni   #ANSA https://t.co/CXkI2yIoxR https://t.co/Pl316QnLxf;76;10;2020-11-09 17:33
Emergenza #Covid: altre 5 regioni in zona arancione. Sono Abruzzo, Umbria, Basilicata, Liguria e Toscana  #ANSA https://t.co/zCFtMAGmDh;27;39;2020-11-09 17:54
Emergenza #Covid: la Provincia di Bolzano passa in area rossa. Speranza firmerà l'ordinanza in serata. Domani si deciderà la situazione della Campania. In atto la verifica dei dati per tutte le altre Regioni  #ANSA https://t.co/toE9mcLcR6 https://t.co/4r680Hkoiy;89;24;2020-11-09 18:09
Ecco le misure previste per regioni rosse e arancioni LA SCHEDA #Covid    #ANSA https://t.co/dophYCh4mW;46;11;2020-11-09 20:36
#Biden vara la task force anti-#Covid, 'usate la mascherina'  #ANSA https://t.co/IIHCmtNwQB https://t.co/9pAZgR370v;22;13;2020-11-09 20:50
'L'epidemia è in rapido peggioramento. Situazione molto grave, varie regioni in scenario 4'.  Lo evidenzia il monitoraggio settimanale Iss-ministero della Salute. #Covid #ANSA https://t.co/18ygpwGr4e https://t.co/nPWPyxyK9e;56;37;2020-11-09 21:40
Iss: 'Lombardia con Rt 2.08, seguono Basilicata e Piemonte'. Lo evidenzia il monitoraggio Iss-ministero della Salute. 'Evitare occasioni di contatto fuori dal nucleo familiare. Rimanere a casa'.  #Covid #ANSA https://t.co/r91yfB6eg5 https://t.co/MEL0vUBAUK;85;35;2020-11-09 22:01
'C'è il rischio di epidemia incontrollata e non gestibile. Forti criticità e ospedali occupati in tutte le Regioni'. E' quanto si legge nel monitoraggio settimanale Iss-ministero della Salute. #Covid #ANSA https://t.co/ar1o2C3BBc https://t.co/LXCGLOI9T0;75;59;2020-11-09 22:35
'Il vaccino di #Pfizer efficace al 90%', il mondo esulta  #Covid #ANSA https://t.co/PJZEbr02vY https://t.co/HWQqhdkE1u;125;52;2020-11-10 06:30
Iss: 'L'epidemia è in rapido peggioramento. Situazione molto grave, varie regioni in scenario 4'.  Da domani Abruzzo, Umbria, Basilicata, Liguria e Toscana in zona arancione. Bolzano in zona rossa #Covid #ANSA https://t.co/Qau6fmNXvO https://t.co/TmpKwlUWlz;339;10;2020-11-10 06:45
Ecco le misure previste per regioni rosse e arancioni LA SCHEDA #Covid    #ANSA https://t.co/dophYCh4mW;49;7;2020-11-10 07:20
#Biden vara la task force anti-#Covid, 'usate la mascherina'  #ANSA https://t.co/IIHCmtNwQB https://t.co/9pAZgR370v;9;9;2020-11-10 07:30
'Ci troviamo in una situazione di rischio alto con necessità di misure di mitigazione, cioè di misure sociali per rallentare il virus. Fondamentali i comportamenti':  ha detto il presidente dell'#Iss, Silvio #Brusaferro, in conferenza stampa #Covid #ANSA https://t.co/LstgejsN0W;61;10;2020-11-10 12:15
"#Locatelli, #Rt stabile, c'è decelerazione. ""Ci auguriamo e ci aspettiamo ulteriori miglioramenti"" #Covid #ANSA https://t.co/UiBRgLA1tp";25;14;2020-11-10 12:52
#Brusaferro: 'In 4 regioni opportuno anticipare le misure.  In base all'ultimo monitoraggio vanno verso un rischio alto' #covid #Iss #ANSA   https://t.co/qOa0Oym07h;64;13;2020-11-10 13:36
#Lockdown è la parola dell'anno per il dizionario #Collins. Per il 2020 scelti altri cinque vocaboli riguardanti la pandemia  #ANSA #coronavirus @CollinsDict https://t.co/TYpWL18wx6;27;6;2020-11-10 14:43
"#Covid, #Berlino, vaccino in arrivo nel primo trimestre del 2021. Il ministro della Salute tedesco: ""E' la luce alla fine del tunnel"" #ANSA #coronavirus https://t.co/ZZWGsngReb";16;24;2020-11-10 15:16
#Covid,  l'#Ue: 'Domani l'ok al contratto con #Pfizer' #ANSA  https://t.co/FqtlEwOk01;100;20;2020-11-10 15:28
#Covid, i tecnici del ministero della Salute in #Campania per una ricognizione sui dati. Il quadro servirà a prendere  una  decisione sulla fascia in cui deve essere posta la Regione #ANSA https://t.co/lUsK9eErGl;90;6;2020-11-10 15:56
Sono Emilia Romagna, Campania, Friuli Venezia Giulia e Veneto  le 4 Regioni per cui l'Istituto superiore di sanità ritiene opportuno  anticipare le misure più restrittive #Covid #Iss #ANSA https://t.co/JM3qX1CoOb;30;51;2020-11-10 16:22
#Covid, in Italia 35.098 nuovi casi e 580 vittime #ANSA https://t.co/e8VSvuTFRT;103;10;2020-11-10 16:56
La Procura apre un'inchiesta per epidemia colposa sull'apertura delle discoteche estive in #Sardegna che avrebbe favorito  la diffusione del #Covid #ANSA https://t.co/pShIH4se6R;50;117;2020-11-10 17:00
#Coronavirus, in Italia 35.098 nuovi casi e 580 vittime.  I tamponi sono 217mila, scende al 16,1% il rapporto positivi/test  #ANSA  https://t.co/667rZVba7i;430;15;2020-11-10 17:14
RT 43 #Coronavirus in Italia 35098 nuovi casi e 580 vittime.I tamponi sono 217mila scende al 161% il rapporto positivi/te… ;0;15;2020-11-10 17:56
RT @Agenzia_Ansa: Von der Leyen,300 milioni di dosi del #vaccino #Pfizer per l'#Ue #ANSA https://t.co/fvGE5hySPN;28;0;2020-11-10 18:11
Bar sul confine tra Emilia Romagna e Toscana, 'chiuso  da mezzanotte' #ANSA  https://t.co/FnQcjjI9eo;0;8;2020-11-10 18:17
#Covid, dr. Galano (118 Napoli): '#Lockdown necessario, dobbiamo riprendere fiato'. 'File ai pronto soccorso non solo in #Campania, e' come essere in guerra' - VIDEO #ANSA #coronavirus https://t.co/P4lj73AbGY;17;16;2020-11-10 19:57
#Coronavirus, in Francia esplode il numero dei decessi nelle case di riposo #ANSA https://t.co/aP3QYHvLJy;62;17;2020-11-10 20:43
Metà giallo, l'altra arancio, in Appennino il bar diviso   #Coronavirus #ANSA https://t.co/NhuKKkIB4w;33;9;2020-11-10 21:30
#Coronavirus, l'opera di @maupal2014 è ispirata a Furio #ANSA  https://t.co/WDIqdhVb4P;31;5;2020-11-10 21:46
RT @ANSA_Motori: Federauto, causa Covid nel 2020 -500mila immatricolazioni #ANSAmotori https://t.co/LJsLD4eQkZ;30;6;2020-11-11 07:39
#Coronavirus, metà giallo e metà arancione, in Appennino il bar diviso #ANSA https://t.co/CCvdzzwwVW;0;9;2020-11-11 07:40
#Usa, record di 200mila #casi in 24 ore. Secondo la Johns Hopkins University il totale è di 10.238.243 #Covid #ANSA https://t.co/VNq3YZuAwp;30;10;2020-11-11 07:59
Conte: 'Lavoriamo per evitare il lockdown totale' #Covid #ANSA https://t.co/jasSYwT3wi https://t.co/xpZFhO0Abh;14;25;2020-11-11 09:27
#Azzolina: 'Dobbiamo fare di tutto per tenere aperte le #scuole' #Conte: 'Lavoriamo per evitare il #lockdown totale, ristori anche nel 2021' #Covid #ANSA https://t.co/qBxfl8Kixc;237;9;2020-11-11 10:03
Via libera di #Bruxelles al contratto con #Pfizer Biontech per il vaccino anti #Covid. Fino a 300 milioni di dosi  #ANSA https://t.co/WLD09ncp0n;32;28;2020-11-11 12:28
Zaia: 'La nostra ordinanza presumibilmente domani' #Covid #ANSA https://t.co/pMjXGnuZI0;113;6;2020-11-11 13:22
Allarme di medici e infermieri: 'Gli ospedali sono vicini al collasso' Lettera aperta di medici internisti, geriatri e infermieri di Medicina interna #Covid #ANSA https://t.co/JwWldfUtKD;12;22;2020-11-11 13:28
Singles' Day, sarà record di shopping anche nell'anno #Covid? #ANSA https://t.co/Y3B6BxtEQJ;37;0;2020-11-11 13:34
Sarà #Arcuri il responsabile del piano operativo per la distribuzione dei #vaccini in Italia #ANSA https://t.co/Dbv7Q2Jwwg;8;79;2020-11-11 13:41
#Covid, In #Campania la terapia intensiva è occupata al 27%.  #ANSA  https://t.co/mBORSQ9q21;325;8;2020-11-11 14:51
A quasi 11 mesi dall'inizio dell'emergenza, l'Italia supera il milione di casi di #Covid  #ANSA https://t.co/D9y51682zM;20;19;2020-11-11 16:11
Sono 32.961 i nuovi contagi da #coronavirus nelle ultime 24 ore in Italia. Le vittime sono 623 e portano il totale a 42.953 #Covid #ANSA https://t.co/gWjoNXzWsF https://t.co/C0WRSm0Cqd;43;11;2020-11-11 16:16
"Si è dimesso il presidente di #InnovaPuglia  Giuseppe #Tiani, finito nella bufera dopo essersi presentato in Commissione Affari Costituzionali con un #ciondolo ""micropurificatore d'aria"" capace di ""inibire qualsiasi virus"". IL VIDEO - #ANSA https://t.co/fDF3JE16O4";32;30;2020-11-11 17:55
#Covid, nella terapia intensiva a Torino dove ' non ci si abitua mai' VIDEO #ANSA  https://t.co/FP9BQdasEY ;161;5;2020-11-11 18:11
Un paziente ricoverato nell'Area Sospetti del pronto soccorso del Cardarelli di Napoli, con probabile infezione da Covid-19 e già in terapia, è stato trovato privo di vita nel bagno del Pronto Soccorso.  #ANSA #covid #coronavirus #Cardarelli #Campania   https://t.co/vxCbELn9aA;19;15;2020-11-11 18:25
#Covid, altre 4 regioni in bilico. Allerta per Campania, Veneto, Emilia Romagna e Friuli Venezia Giulia  #ANSA https://t.co/FeikONOFgO;31;14;2020-11-11 18:30
Il premier Conte durante un incontro a Palazzo Chigi con i capi delegazione dei partiti di maggioranza ha chiarito che se ci sono segnalazioni diffuse di criticità sulle strutture sanitarie di Napoli serve dare un segnale.  #ANSA #Covid #Conte   https://t.co/ZBfX2HI59j;24;9;2020-11-11 19:09
Il governatore di New York Andrew #Cuomo ordina una stretta su ristoranti e bar per contenere il #coronavirus: nello Stato dovranno chiudere alle 22, così come le palestre. #ANSA #NY https://t.co/e5cAK4m41r;57;23;2020-11-11 19:28
#Covid, oltre 52 milioni di contagi al mondo dall'inizio della pandemia https://t.co/XbjhKY7pcl ;40;7;2020-11-12 02:29
A quasi 11 mesi dall'inizio dell'emergenza, l'Italia supera il milione di casi Covid-19. Nella giornata di mercoledì sono stati 32.961 i nuovi contagi. Le vittime 623. Il rapporto tra positivi e tamponi è del 14,6%.  #ANSA #covid @MinisteroSalute  https://t.co/qsTuEzTmwe;14;18;2020-11-12 07:15
Un paziente ricoverato nell'Area Sospetti del pronto soccorso del Cardarelli di Napoli, con probabile infezione da Covid-19 è stato trovato nel pomeriggio di mercoledì privo di vita in un bagno.  #ANSA #covid #coronavirus #Cardarelli #Campania   https://t.co/Oz3a52WMrJ;28;9;2020-11-12 07:30
Sarà il Commissario per l'emergenza Domenico Arcuri il responsabile del piano operativo per la distribuzione dei vaccini anti-Covid in Italia. #ANSA #Covid #Arcuri #vaccino   https://t.co/OhFZyuQ0pv;22;12;2020-11-12 07:45
Venerdì vertice per decidere, sulla base dei nuovi dati, eventuali nuove zone rosse o arancioni. In un incontro di Conte con i capidelegazione della maggioranza è stato stabilito anche un rafforzamento dell'esercito a Napoli.  #ANSA #Covid #Conte  https://t.co/10Bd6m83a2;71;13;2020-11-12 08:11
Sono oltre 52 milioni i casi di contagio registrati nel mondo dall'inizio della pandemia di #Covid-19, secondo i dati dell'università americana Johns #Hopkins. I decessi totali sono oltre 1,28 milioni. #ANSA #contagi  https://t.co/VgMtPOJ2Qd;29;10;2020-11-12 08:23
#Covid19 15 Russia 439 morti in	24 ore mai così	tanti #ANSA https://t.co/xVxzeDAktu;33;16;2020-11-12 08:39
#Covid, la #Bce pronta a ricalibrare i suoi strumenti per far fronte alla crisi scaturita dalla pandemia.  La decisione nel  prossimo Consiglio. ANSA #ECB  @ecb https://t.co/j0lI9I9oAs;6;0;2020-11-12 09:44
#Covid: #Koch Institut, situazione molto seria in #Germania. Il numero di nuovi #contagi è ancora alto, ma aumentano con meno forza. #ANSA  https://t.co/MiQW69PX7o;7;9;2020-11-12 09:55
"La #pandemia mette in pericolo la sopravvivenza nel 2021 di 460.000 piccole e medie imprese (Pmi): tante sono le realtà ""con meno di 10 addetti e sotto i 500.000 euro di fatturato"" a rischio (l'11,5% del totale). #ANSA  https://t.co/5yoMTj7LDL";16;62;2020-11-12 10:35
La 102 degli abbracci' per i pazienti #Covid-19 a Castelfranco Veneto. Attraverso una speciale tenda di plastica anti contagio le persone ricoverate possono riabbracciare i loro cari #ANSA https://t.co/sAJfnsu907;415;67;2020-11-12 11:19
"In due settimane"" il contagio da Covid 19 nelle #carceri è aumentato ""di circa il 600%"". Lo sostiene il sindacato della polizia penitenziaria #Osapp in una lettera al ministro della Giustizia #Bonafede. #ANSA #Covid https://t.co/hd1CGinQUN";13;0;2020-11-12 11:30
#Covid: in #Vaticano accesso a #tamponi per i poveri. Si fanno anche vaccini anti influenzali. #ANSA #12novembre https://t.co/Gh262LsdU9;19;11;2020-11-12 11:35
Il 38 della #Salute Roberto #Speranza propone di dare l'intesa alle ordinanze delle	regioni	#Veneto	#Emilia-Romagna	#Friuli-Venezia-Giulia.	#Covid #pandemia #governo #virus https://t.co/ovoTuXHlBz;29;9;2020-11-12 11:49
Gimbe	ministro	la	soglia	dell'1%	della	popolazione	infetta	#Covid-19	#ANSA	https://t.co/6IxVXPeQ6Q;52;16;2020-11-12 11:53
#Covid-19 superata Vaticano accesso ai #tamponi per i poveri #ANSA https://t.co/cnUCPwIsGD;110;25;2020-11-12 12:35
#Covid: nuovo record in #Giappone, 1.600 casi in un giorno  Incrementi significativi a #Tokyo e nel nord del Paese. #ANSA  https://t.co/MiQW69PX7o;18;0;2020-11-12 13:02
La 23 degli abbracci' per i pazienti Covid a Castelfranco Veneto FOTO #ANSA https://t.co/TE3g91p8NV;147;37;2020-11-12 14:25
Pronte 'stanza #ordinanze anti-Covid di #Veneto #Emilia-Romagna #Friuli-Venezia-Giulia.Scontro su #Campania tra #DiMaio e #DeLuca #Boccia:'A #Natale solo con i parenti più stretti'. #Galli concorda #Covid #Governo #regioni https://t.co/eq0Gn4T61v;31;11;2020-11-12 15:55
#Covid  37.978 i nuovi contagi, 636 morti. Record di tamponi, 234mila #ANSA https://t.co/SK9YgcQJT3;25;0;2020-11-12 16:12
#Covid: 37.978 nuovi #contagi, 636 morti. Record di #tamponi a 234mila, incidenza positivi risale al 16%. #ANSA  https://t.co/M6GiLDz8xf;64;9;2020-11-12 16:27
"Annuncio del premier francese Jean Castex:  il lockdown in vigore nel Paese sarà prolungato di 15 giorni.  In Francia ""un decesso su quattro in Francia è ormai dovuto al coronavirus"", ha detto.  #ANSA #Covid #coronavirus #lockdown #Francia   https://t.co/rmBqqoLeZ4";25;16;2020-11-12 17:56
#Covid il monitoraggio settimanale del commissario Domenico #Arcuri: 'I primi vaccini in Italia a fine gennaio, non ci saranno per tutti' #ANSA https://t.co/QpVNpt03YC;29;11;2020-11-12 18:02
#Covid, quasi 38mila nuovi #contagi. Arcuri: 'I #vaccini in Italia a fine gennaio'.  Record di tamponi a 234mila, incidenza #positivi risale al 16%- #ANSA  https://t.co/S5vt78HoGK;26;7;2020-11-12 18:53
#Conte: 25 decisioni difficili e sacrifici importanti'. Il premier interviene al Forum perla Pace di Parigi: 'Ma contro il #Covid le soluzioni nazionali da sole non bastano' #ANSA https://t.co/HkrKeBQKmz;50;10;2020-11-12 19:44
In Italia un caso di visone contagiato dal Covid. Secondo il centro Europeo per il Controllo delle Malattie il virus che è mutato rispetto a quello che circola di più, non è né più contagioso né più aggressivo rispetto agli altri.   #ANSA #Covid #visoni   https://t.co/m1tCd0mEEJ;15;0;2020-11-12 22:43
#Covid, impennata di vittime in #Brasile https://t.co/NuRAA6pUd1;44;8;2020-11-13 01:51
"Registrati quasi 38mila contagi da Covid-19 nella giornata di giovedì. Record di tamponi, oltre 234mila. Arcuri: ""Confidiamo di poter vaccinare i primi italiani alla fine di gennaio"".  #ANSA #covid #coronavirus @MinisteroSalute  @robersperanza  @istsupsan  https://t.co/RqxneWh41B";10;9;2020-11-13 07:00
#Covid: oggi si decide sulle nuove regioni arancioni e rosse. Scontro sulla Campania, De Luca prepara le zone rosse. Stretta in Emilia-Romagna, Friuli Venezia Giulia e Veneto   #ANSA https://t.co/v7WWW9jetA;16;15;2020-11-13 07:22
"A Natale sarà meglio stare solo in compagnia del ""nucleo familiare più stretto"", come misura anti-Covid. Lo ha detto il ministro per gli Affari regionali e le Autonomie Francesco Boccia.  #ANSA #Covid #coronavirus #Boccia @F_Boccia  https://t.co/xNSgX3PQmt";15;10;2020-11-13 07:30
In Italia un caso di visone contagiato dal Covid. Secondo il centro Europeo per il Controllo delle Malattie il virus che è mutato rispetto a quello che circola di più, non è né più contagioso né più aggressivo rispetto agli altri.   #ANSA #Covid #visoni   https://t.co/m1tCd0mEEJ ;30;5;2020-11-13 08:01
Parte 9 #Torino il movimento #SchoolsForFuture contro la didattica a distanza #dad #Anita #Scuola https://t.co/QGa5MGpHKF;48;13;2020-11-13 09:46
#Covid, nuovo picco di casi in #Russia. La #Francia prolunga il #lockdown di 15 giorni. Oltre 52 milioni i contagiati nel mondo dall'inizio della pandemia #ANSA #coronavirus https://t.co/ubfFRtsf6f;7;0;2020-11-13 09:48
#Conte: 'Spero oggi che l'Rt cali, ci incoraggerebbe a proseguire' #Covid #ANSA  https://t.co/zIo0EnPnkK https://t.co/iiEzjUQbus;11;5;2020-11-13 10:41
Il 17 della #regione #Emilia-Romagna Stefano #Bonaccini  avverte: 'Ho fatto il tampone e sono ancora positivo #Covid #coronavirus https://t.co/meHr3iYKYc;31;9;2020-11-13 10:42
Il #presidente della #regione #Emilia-Romagna Stefano #Bonaccini avverte: 'Ho fatto il tampone e sono ancora positivo ma mi curo a casa' #Covid #Coronavirus https://t.co/I0w1PIp5tF;23;5;2020-11-13 10:44
#Covid, #Fauci: 'Bisogna trovare urgentemente terapie per curare l'infezione da #SarsCoV2 agli esordi per evitare l'aggravarsi  dei pazienti e ridurre la pressione sui sistemi sanitari'  #ANSA https://t.co/KuO7WJG5AT;9;0;2020-11-13 10:48
#Coronavirus, nuovo picco di casi in #Russia. #Austria verso il #lockdown totale #ANSA https://t.co/94sFCoiItI;42;4;2020-11-13 13:10
I 32 di base denunciano di non ricevere indicazioni sui protocolli da usare in caso di #Covid da marzo. E chiedono #protocolli 'omogenei' #coronavirus #pandemia https://t.co/MpVH9LTsvP;44;20;2020-11-13 13:33
Emergenza #Covid e vaccino, il punto di #Arcuri. Il commissario in conferenza: 'Piano per somministrazione, da gennaio' - VIDEO #ANSA #coronavirus  https://t.co/U59HBz0Uvr;5;0;2020-11-13 13:34
#covid L'appello del presidente dell'#Anci @Antonio_Decaro 'La gente è i difficoltà servono buoni spesa'. Chiesta la riduzione della #Tari per chi chiude #ANSA @comuni_anci  https://t.co/F3ZHRQ2Ryb;8;7;2020-11-13 14:40
Il 24 nei #palazzi Tutti i #politici contagiati	#Coronavirus	#pandemia #virus	https://t.co/4QSXCIZGVI;22;9;2020-11-13 14:42
La #covid e la #Toscana verso la zona rossa #zonarossa #Covid #dati #regioni #ANSA https://t.co/co5pbgQcwT;25;12;2020-11-13 15:30
#Covid, sono 40.902 i contagiati da #coronavirus nelle ultime 24 ore in Italia. Le vittime 550 vittime  #ANSA https://t.co/e8VSvuTFRT #Campania;13;0;2020-11-13 16:20
#DeLuca	46 il #governo 'Devono andare a	casa' e	punta il dito contro Luigi #DiMaio	'Non è possibile collaborare con ministri come lui e #Spadafora' #Campania #Covid #ANSA #regioni	https://t.co/qoMEM2AK9k;79;14;2020-11-13 16:27
#covid Nuovo record di positivi  (40.902) e di tamponi (254.908), 550 le vittime in 24 ore. Aumentano i ricoverati con sintomi, sono oltre 30mila. Rapporto tamponi-positivi resta al 16% #ANSA https://t.co/NGnJ2A1ZPx;0;9;2020-11-13 16:36
#Coronavirus, #Dpcm, zone colorate e voto Usa: ironia social #ANSA  https://t.co/pM7WF3jd3X;24;4;2020-11-13 17:06
#Covid Rt cala da 1,7 a 1,4: la riduzione dell'indice di trasmissibilità dice Gianni Rezza è un primo segnale. 'Ma il virus circola in tutto il Paese' #ANSA https://t.co/JkkDWJx9nZ;21;15;2020-11-13 17:34
#Covid Per @WRicciardi 'Nel 2021 potremo avere più di un #vaccino. Due -tre settimane di tempo per decidere sul #lockdown' #ANSA https://t.co/tOR6LDWCyW;37;8;2020-11-13 17:43
Protesta a #Napoli, i banchi formano la scritta 'No Dad' #scuola #Covid #ANSA https://t.co/5FIZS6qxqh;19;19;2020-11-13 17:47
Nina Zilli: 'Sono negativa, ma quanto dolore per i postumi' @ninazilli  #ANSA https://t.co/U31YqeqVH8;46;11;2020-11-13 17:57
#Covid hotel e protocolli per le cure a casa. Obiettivo: ridurre   la pressione sugli ospedali #ANSA https://t.co/OGz3C2TbO8;95;2;2020-11-13 17:59
La #Manovra vale 38 miliardi, aumenti a medici e infermieri, più risorse per i #tamponi. Rinnovo #Cig per oltre 5 miliardi, nuovo fondo anti-Covid da 4 miliardi #ANSA https://t.co/QP7DQZ61me ;22;5;2020-11-13 18:03
#Covid Arriva la bozza del protocollo per le cure domiciliari. #Paracetamolo per i sintomi febbrili, no ad #antibiotici e #cortisone. Sconcerto tra i #medici di famiglia: 'Non siamo stati consultati' #ANSA https://t.co/gmiw2EAkZC;19;117;2020-11-13 18:33
#covid per il ministro della #Salute @robersperanza  la discesa dell'#Rt da 1,7 a 1,4 'non basta, deve arrivare sotto l'1' #ANSA @MinisteroSalute  https://t.co/1rmg6nLUmH;182;14;2020-11-13 20:00
#covid #Toscana #zonarossa con la #Campania, l'amarezza del governatore toscano @EugenioGiani . Il presidente del #Fvg @M_Fedriga sulla regione #zonaarancione: 'Decisione incomprensibile' #ANSA https://t.co/UElM9137nA;64;8;2020-11-13 20:40
Il ministro della Salute Roberto Speranza ha firmato l'ordinanza. Passano in area rossa Campania e Toscana e in area arancione  Emilia Romagna, Friuli Venezia Giulia e Marche #covid #ANSA https://t.co/CTPDw3VuB1;17;21;2020-11-13 21:59
#Covid Arriva la bozza del protocollo per le cure domiciliari. #Paracetamolo per i sintomi febbrili, no ad #antibiotici e #cortisone. Sconcerto tra i #medici di famiglia: 'Non siamo stati consultati' #ANSA https://t.co/gmiw2EAkZC;60;23;2020-11-14 06:30
La #Manovra vale 38 miliardi, aumenti a medici e infermieri, più risorse per i #tamponi. Rinnovo #Cig per oltre 5 miliardi, nuovo fondo anti-Covid da 4 miliardi #ANSA https://t.co/QP7DQZ61me;57;10;2020-11-14 06:45
Nina Zilli: 'Sono negativa, ma quanto dolore per i postumi' @ninazilli  VIDEO #ANSA https://t.co/U31YqeqVH8;35;8;2020-11-14 07:00
#Covid Per @WRicciardi 'Nel 2021 potremo avere più di un #vaccino. Due -tre settimane di tempo per decidere sul #lockdown' #ANSA https://t.co/tOR6LDWCyW;29;4;2020-11-14 07:15
#DeLuca 20 il #governo: 'Devono andare a casa' e punta il dito contro Luigi #DiMaio 'Non è possibile collaborare con ministri come lui e #Spadafora' #Campania #Covid #ANSA #regioni https://t.co/qoMEM2AK9k;107;20;2020-11-14 07:30
#Coronavirus, le tre zone e le regole locali. Spesa, sport, uscite: ecco cosa si può e cosa non si può fare #ANSA https://t.co/A28eUcAy7Q;0;6;2020-11-14 07:49
#Coronavirus I tecnici: 'Due settimane cruciali'. Guerini:'per Natale niente regole, Italia è responsabile' - #DIRETTA #ANSA https://t.co/ME0EgQM2ny;18;9;2020-11-14 10:51
'L'obiettivo è ridurre il più rapidamente l'#Rt sotto 1 per evitare che un'onda lunga possa mettere in ulteriore sovraccarico i servizi sanitari', così il presidente #Iss Brusaferro in conferenza stampa  #Covid #ANSA https://t.co/kNOiU22qNz;28;5;2020-11-14 11:01
"La ""stanza degli abbracci"" in una casa di cura a Castelfranco Veneto #Covid VIDEO ANSA https://t.co/HtAHC2AvXq";14;3;2020-11-14 11:03
#Campania e #Toscana diventano zone rosse. Cambia ancora la fotografia dei colori nella seconda ondata di #Covid - VIDEO #ANSA https://t.co/1pquOAnfh0;14;13;2020-11-14 11:24
